PLOTID,clase
1432,Matorral con renoval Denso
1433,Arbolado nativo Denso
1434,Arbolado nativo Denso
1435,Matorral con renoval Denso
1436,Matorral Denso
1437,Arbolado nativo Denso
1438,Arbolado nativo Semidenso
1439,Matorral con renoval Denso
1441,Matorral con renoval Denso
1442,Matorral Denso
1443,Matorral Denso
1445,Arbolado nativo Denso
1446,Arbolado nativo Semidenso
1448,Arbolado nativo Denso
1449,Arbolado nativo Denso
1450,Arbolado nativo Denso
1451,Matorral Denso
1452,Arbolado nativo Denso
1453,Arbolado nativo Denso
1454,Arbolado nativo Denso
1455,Arbolado nativo Denso
1456,Matorral Semidenso
1457,Arbolado nativo Denso
1459,Matorral Denso
1460,Arbolado nativo Denso
1461,Arbolado nativo Denso
1463,Matorral Denso
1464,Matorral con renoval Denso
1465,Matorral con renoval Denso
1466,Matorral Denso
1467,Arbolado nativo Denso
1468,Matorral Semidenso
1469,Arbolado nativo Denso
1470,Matorral con renoval Denso
1471,Matorral con renoval Denso
1472,Arbolado nativo Denso
1473,Arbolado nativo Denso
1474,Arbolado nativo Denso
1475,Arbolado nativo Denso
1476,Arbolado nativo Denso
1477,Matorral con renoval Denso
1478,Arbolado nativo Denso
1479,Matorral Denso
1480,Matorral Denso
1481,Matorral con renoval Semidenso
1482,Matorral Denso
1483,Matorral Denso
1484,Arbolado nativo Denso
1487,Arbolado nativo Denso
1488,Arbolado nativo Denso
1489,Arbolado nativo Denso
1490,Matorral con renoval Denso
1491,Matorral con renoval Denso
1492,Matorral con renoval Denso
1493,Matorral Denso
1494,Arbolado nativo Denso
1496,Matorral con renoval Denso
1497,Arbolado nativo Denso
1500,Matorral Semidenso
1501,Matorral Denso
1502,Matorral con renoval Semidenso
1503,Matorral Denso
1504,Matorral Denso
1505,Matorral Semidenso
1506,Matorral Semidenso
1507,Matorral con renoval Denso
1508,Matorral con renoval Denso
1509,Matorral con renoval Denso
1510,Matorral con renoval Denso
1511,Arbolado nativo Denso
1512,Arbolado nativo Denso
1513,Arbolado nativo Denso
1514,Matorral con renoval Denso
1515,Matorral con renoval Semidenso
1516,Arbolado nativo Denso
1517,Arbolado nativo Denso
1518,Arbolado nativo Denso
1519,Matorral Denso
1520,Arbolado nativo Denso
1522,Matorral con renoval Denso
1523,Arbolado nativo Denso
1524,Matorral Denso
1525,Matorral con renoval Denso
1526,Arbolado nativo Denso
1527,Arbolado nativo Denso
1528,Arbolado nativo Denso
1529,Matorral Denso
1530,Pastizal Mesomorfico
1531,Arbolado nativo Denso
1532,Matorral Denso
1533,Arbolado nativo Denso
1534,Matorral Denso
1535,Matorral Denso
1536,Matorral Semidenso
1537,Matorral Semidenso
1538,Suelo desnudo
1539,Matorral Semidenso
1540,Pastizal Mesomorfico
1541,Matorral Semidenso
1542,Arbolado nativo Semidenso
1543,Matorral Denso
1544,Matorral Semidenso
1546,Matorral Semidenso
1547,Pastizal Mesomorfico
1549,Matorral Semidenso
1550,Matorral Semidenso
1551,Matorral Denso
1552,Matorral Semidenso
1553,Matorral con renoval Denso
1554,Matorral Denso
1555,Arbolado nativo Semidenso
1557,Matorral Semidenso
1558,Matorral Semidenso
1559,Matorral Semidenso
1560,Matorral Semidenso
1561,Mezcla plantacion Pino y matorral
1562,Matorral Semidenso
1564,Matorral Denso
1565,Matorral Semidenso
1566,Matorral Semidenso
1567,Matorral Denso
1568,Matorral Semidenso
1569,Matorral Denso
1570,Matorral Denso
1571,Matorral con renoval Semidenso
1572,Pastizal Mesomorfico
1573,Matorral con renoval Semidenso
1575,Matorral Semidenso
1577,Matorral con renoval Denso
1579,IUF con matorral y arbolado nativo
1580,Matorral Semidenso
1581,Matorral Semidenso
1582,Matorral con renoval Denso
1584,Arbolado nativo Denso
1585,Matorral Semidenso
1586,Matorral Denso
1587,Matorral Denso
1588,Matorral Semidenso
1589,Matorral Semidenso
1590,Matorral Semidenso
1591,IUF con matorral y arbolado nativo
1592,Matorral Semidenso
1593,Matorral Denso
1594,Frutales
1595,Pastizal Mesomorfico
1596,Matorral Semidenso
1597,Matorral Semidenso
1598,Matorral Denso
1599,Matorral Semidenso
1600,Matorral Semidenso
1601,Matorral Semidenso
1602,Matorral con renoval Denso
1603,Matorral Semidenso
1604,Matorral Semidenso
1605,Matorral con renoval Denso
1606,Matorral Semidenso
1607,Matorral Semidenso
1608,Matorral Semidenso
1609,Matorral Semidenso
1610,Matorral Semidenso
1611,Matorral Semidenso
1612,Matorral Denso
1613,Matorral Denso
1615,Matorral Semidenso
1616,Matorral Semidenso
1617,Matorral con renoval Semidenso
1618,Matorral Semidenso
1619,Matorral Semidenso
1621,Matorral Semidenso
1622,Matorral con renoval Semidenso
1623,Matorral Semidenso
1624,Matorral Semidenso
1625,Matorral Semidenso
1626,Matorral Semidenso
1627,Matorral Semidenso
1628,Matorral Denso
1630,Matorral con renoval Denso
1631,Matorral Denso
1632,Matorral Semidenso
1633,Matorral Semidenso
1634,Matorral Denso
1635,Matorral Semidenso
1636,Matorral Semidenso
1637,Matorral Semidenso
1638,Matorral Semidenso
1639,Matorral Semidenso
1641,Pastizal Mesomorfico
1642,Arbolado nativo Semidenso
1643,Matorral Semidenso
1644,Matorral Denso
1645,Matorral Denso
1646,Matorral Denso
1648,Matorral con renoval Denso
1650,Matorral con renoval Denso
1651,Matorral Semidenso
1652,Matorral Semidenso
1653,Matorral con renoval Denso
1654,Matorral Semidenso
1655,Matorral Denso
1656,Matorral Semidenso
1658,Matorral Denso
1659,Matorral con renoval Denso
1661,Matorral Semidenso
1663,Matorral Denso
1664,Matorral con renoval Semidenso
1665,Matorral Semidenso
1666,Matorral Denso
1668,Matorral Semidenso
1669,Matorral con renoval Semidenso
1670,Matorral Denso
1671,Matorral Semidenso
1672,Matorral Semidenso
1673,Matorral con renoval Denso
1674,Pastizal Mesomorfico
1675,Matorral Semidenso
1676,Matorral Denso
1680,Matorral Semidenso
1681,Matorral Denso
1682,Matorral Semidenso
1683,Matorral con renoval Semidenso
1684,Arbolado nativo Denso
1685,Matorral Semidenso
1686,Matorral Semidenso
1689,Matorral Semidenso
1690,Matorral Semidenso
1691,Matorral Denso
1692,Matorral Semidenso
1693,Matorral con renoval Semidenso
1694,Matorral con renoval Semidenso
1695,Matorral Semidenso
1696,Matorral Semidenso
1699,Matorral Denso
1700,Matorral Denso
1701,Matorral Denso
1702,Matorral Semidenso
1703,Matorral con renoval Semidenso
1704,Matorral Semidenso
1706,Matorral Semidenso
1707,Matorral Denso
1709,Matorral Denso
1710,Matorral Semidenso
1711,Matorral con renoval Semidenso
1712,Matorral Denso
1713,Matorral Denso
1714,Matorral Denso
1716,Matorral Semidenso
1717,Matorral Semidenso
1718,Matorral Semidenso
1719,Matorral Semidenso
1724,Matorral Semidenso
1727,Matorral Semidenso
1728,Matorral Denso
1729,Matorral Semidenso
1730,Matorral Semidenso
1731,Matorral Semidenso
1733,Suelo desnudo
1734,Matorral Semidenso
1735,Matorral Semidenso
1737,Matorral Semidenso
1738,Matorral Semidenso
1739,Matorral con renoval Semidenso
1740,Matorral Denso
1741,Matorral Semidenso
1742,Matorral Semidenso
1743,Matorral Denso
1744,Matorral con renoval Semidenso
1745,Matorral Semidenso
1746,Matorral Semidenso
1747,Matorral Semidenso
1748,Matorral Denso
1749,Matorral Semidenso
1750,Matorral con renoval Semidenso
1751,Matorral Semidenso
1752,Arbolado nativo Denso
1754,Matorral Denso
1755,Matorral Denso
1757,Matorral Semidenso
1758,Matorral Semidenso
1759,Matorral con renoval Denso
1760,Matorral Denso
1761,Matorral Denso
1762,Matorral Denso
1763,Matorral Semidenso
1764,Matorral Denso
1765,Matorral Denso
1766,Matorral con renoval Denso
1767,Mezcla plantacion Pino y matorral
1768,Matorral Denso
1769,Matorral con renoval Semidenso
1770,Matorral Semidenso
1772,Matorral Semidenso
1773,Matorral Denso
1775,Matorral Denso
1776,Matorral Denso
1777,Matorral con renoval Semidenso
1778,Matorral Denso
1779,Matorral Denso
1780,Matorral Denso
1781,Matorral Semidenso
1782,Matorral Semidenso
1783,Matorral Semidenso
1784,Matorral Semidenso
1786,Pastizal Mesomorfico
1789,Matorral Semidenso
1790,Matorral Semidenso
1792,Matorral Denso
1793,Matorral Semidenso
1794,Matorral Denso
1795,Suelo desnudo
1796,Arbolado nativo Denso
1797,Matorral Semidenso
1798,Matorral Semidenso
1799,Matorral Denso
1800,Matorral Semidenso
1801,Matorral Denso
1802,Mezcla plantacion Pino y matorral
1803,Matorral Denso
1804,Matorral Semidenso
1805,Mezcla plantacion Pino y matorral
1806,Matorral Semidenso
1807,Matorral Semidenso
1808,Matorral Denso
1809,Matorral Semidenso
1810,Matorral Semidenso
1811,Matorral Semidenso
1812,Matorral Semidenso
1814,Matorral Semidenso
1815,Matorral Semidenso
1816,Pastizal Mesomorfico
1817,Matorral Denso
1818,Matorral con renoval Denso
1819,Matorral Semidenso
1820,Mezcla plantacion Pino y matorral
1821,Matorral Denso
1822,Matorral Semidenso
1823,Matorral Denso
1824,Matorral con renoval Denso
1825,Matorral Semidenso
1826,Pastizal Mesomorfico
1827,Pastizal Mesomorfico
1828,Matorral Denso
1829,Matorral Semidenso
1830,Matorral Semidenso
1831,Matorral Semidenso
1832,Matorral Semidenso
1833,Matorral Semidenso
1834,Matorral Denso
1835,Pastizal Mesomorfico
1836,Matorral Semidenso
1837,Matorral Semidenso
1838,Matorral Semidenso
1839,Matorral Semidenso
1840,Matorral Denso
1841,Matorral Semidenso
1842,Matorral Semidenso
1844,Matorral Semidenso
1845,Matorral Semidenso
1846,Matorral Semidenso
1847,Pastizal Mesomorfico
1848,Matorral Semidenso
1849,Matorral Semidenso
1850,Matorral Semidenso
1851,Matorral Semidenso
1852,Matorral Semidenso
1853,Matorral Semidenso
1854,Matorral Semidenso
1855,Matorral Semidenso
1856,Matorral Semidenso
1857,Mezcla plantacion Pino y matorral
1858,Matorral Semidenso
1859,Matorral Semidenso
1860,Matorral Semidenso
1861,Matorral Semidenso
1862,Matorral Semidenso
1863,Matorral Semidenso
1865,Matorral Semidenso
1866,Matorral Denso
1867,Matorral Semidenso
1868,Suelo desnudo
1869,Matorral Denso
1870,Matorral Semidenso
1871,Matorral Semidenso
1872,Matorral Semidenso
1874,Matorral Semidenso
1875,Pastizal Mesomorfico
1876,Matorral Denso
1877,Matorral Semidenso
1878,Matorral Semidenso
1879,Matorral Semidenso
1880,Matorral con renoval Semidenso
1881,Matorral Semidenso
1882,Matorral Denso
1883,Matorral Denso
1884,Matorral Denso
1885,Matorral Semidenso
1886,Arbolado nativo Semidenso
1887,Matorral Semidenso
1888,Matorral Semidenso
1889,Matorral Denso
1890,Matorral Semidenso
1891,Matorral Semidenso
1892,Matorral Semidenso
1893,Matorral Semidenso
1894,Matorral Semidenso
1895,Matorral Semidenso
1896,Matorral Semidenso
1897,Matorral Denso
1898,Matorral Semidenso
1899,Matorral Semidenso
1900,Matorral Semidenso
1902,Matorral Semidenso
1903,Matorral Semidenso
1904,Matorral Denso
1905,Matorral Semidenso
1906,Matorral Denso
1907,Matorral Denso
1908,Matorral Denso
1911,Matorral Denso
1912,Matorral Semidenso
1913,Matorral Semidenso
1914,Matorral Semidenso
1915,Matorral Denso
1917,Matorral Semidenso
1918,Matorral Denso
1919,Matorral Semidenso
1920,IUF con plantaciones y matorrales
1921,Matorral Denso
1922,Matorral Semidenso
1923,Matorral Semidenso
1924,IUF con matorral y arbolado nativo
1925,Matorral Semidenso
1926,Matorral Denso
1928,Matorral Denso
1929,Matorral Semidenso
1930,Matorral Semidenso
1931,Matorral Semidenso
1932,Matorral Semidenso
1933,Matorral Semidenso
1934,Arbolado nativo Semidenso
1935,Matorral Semidenso
1936,Matorral Semidenso
1937,Matorral Denso
1938,Matorral Denso
1939,Matorral Denso
1940,Matorral Semidenso
1941,Matorral Semidenso
1942,Mezcla plantacion Pino y matorral
1943,Matorral Semidenso
1944,Matorral Denso
1945,Matorral Semidenso
1946,Matorral Semidenso
1948,Matorral con renoval Semidenso
1949,Matorral Semidenso
1950,Pastizal Mesomorfico
1951,Matorral Semidenso
1952,Matorral Semidenso
1953,Matorral Semidenso
1954,Matorral Semidenso
1955,Matorral Denso
1956,Matorral Semidenso
1957,Matorral Semidenso
1958,Matorral Semidenso
1959,Matorral Denso
1960,Matorral Semidenso
1961,Matorral Semidenso
1963,Matorral Semidenso
1964,Matorral Semidenso
1965,Matorral Semidenso
1967,Matorral Semidenso
1968,Matorral Semidenso
1969,Matorral Semidenso
1970,Matorral Semidenso
1971,Matorral Denso
1972,Matorral Semidenso
1973,Matorral Denso
1974,Matorral Denso
1975,Matorral Denso
1976,Matorral Denso
1977,Matorral Semidenso
1978,Matorral Semidenso
1979,Matorral Semidenso
1980,Matorral Semidenso
1981,Matorral Denso
1982,Matorral Semidenso
1983,Matorral Denso
1984,Matorral Semidenso
1985,Matorral Denso
1986,Matorral Semidenso
1988,Pastizal Mesomorfico
1989,Matorral Semidenso
1990,Matorral Semidenso
1991,Matorral Semidenso
1992,Matorral Semidenso
1993,Matorral Semidenso
1994,Matorral Semidenso
1996,Matorral Semidenso
1997,Matorral Semidenso
1999,Matorral Semidenso
2000,Matorral Denso
2001,Matorral Semidenso
2002,Matorral Denso
2003,Matorral Semidenso
2004,Matorral Semidenso
2005,Matorral Semidenso
2006,Matorral Denso
2007,Matorral Semidenso
2008,Matorral Denso
2009,Matorral Semidenso
2010,Matorral Denso
2011,Matorral Semidenso
2012,Matorral Semidenso
2013,Matorral Semidenso
2014,Matorral Semidenso
2015,Matorral Semidenso
2016,Matorral Semidenso
2017,Matorral Semidenso
2018,Matorral Semidenso
2019,Matorral Semidenso
2020,Matorral Semidenso
2021,Matorral Semidenso
2022,Matorral Semidenso
2023,Matorral Semidenso
2024,Matorral con renoval Denso
2026,Matorral Semidenso
2027,Matorral Semidenso
2028,Matorral Semidenso
2029,Matorral con renoval Semidenso
2030,Matorral Semidenso
2031,Matorral Semidenso
2032,Matorral Semidenso
2033,Matorral Semidenso
2034,Matorral Semidenso
2035,Arbolado nativo Denso
2036,Matorral Semidenso
2037,Suelo desnudo
2038,Matorral Denso
2039,Matorral Semidenso
2040,Matorral Semidenso
2041,Matorral Semidenso
2042,Matorral Semidenso
2043,Matorral Semidenso
2044,Matorral Semidenso
2046,Matorral Semidenso
2047,Matorral Semidenso
2048,Matorral Semidenso
2049,Matorral Semidenso
2050,Matorral Semidenso
2051,Matorral Semidenso
2052,Matorral Semidenso
2053,Pastizal Mesomorfico
2054,Matorral Denso
2055,Matorral Semidenso
2056,Matorral Denso
2057,Matorral Semidenso
2058,Matorral Semidenso
2059,Matorral Semidenso
2060,Matorral Semidenso
2061,Matorral con renoval Semidenso
2062,Arbolado nativo Semidenso
2063,Matorral Semidenso
2064,Matorral Semidenso
2065,Arbolado nativo Semidenso
2066,Matorral Semidenso
2067,Matorral Semidenso
2068,Matorral con renoval Semidenso
2069,Arbolado nativo Semidenso
2070,Matorral Semidenso
2071,Matorral con renoval Denso
2072,Matorral Semidenso
2073,Matorral Semidenso
2074,Matorral Semidenso
2075,Matorral Semidenso
2076,Matorral Semidenso
2077,Matorral Denso
2078,Matorral Denso
2079,Matorral con renoval Semidenso
2080,Matorral Semidenso
2081,Matorral con renoval Denso
2082,Matorral Semidenso
2083,Matorral con renoval Denso
2084,Matorral Semidenso
2085,Matorral Semidenso
2086,Matorral Denso
2087,Matorral Semidenso
2088,Matorral Semidenso
2089,Matorral Semidenso
2090,Matorral Semidenso
2091,Matorral Semidenso
2092,Pastizal Mesomorfico
2093,Matorral con renoval Semidenso
2094,Suelo desnudo
2095,Matorral con renoval Semidenso
2096,Matorral Semidenso
2097,Matorral con renoval Denso
2098,Matorral Semidenso
2099,Matorral Semidenso
2100,Matorral con renoval Denso
2101,Matorral Semidenso
2102,Matorral con renoval Semidenso
2103,Matorral con renoval Semidenso
2104,Matorral Semidenso
2105,Matorral Denso
2106,Matorral Semidenso
2107,Matorral Semidenso
2108,Matorral Semidenso
2109,Matorral Denso
2110,Matorral Semidenso
2111,Matorral con renoval Semidenso
2112,Matorral Semidenso
2114,Matorral Semidenso
2115,Matorral Semidenso
2116,Matorral Denso
2117,Matorral Denso
2118,Matorral Semidenso
2119,Matorral con renoval Denso
2120,Matorral Semidenso
2121,Matorral Semidenso
2122,Matorral Semidenso
2123,Matorral Denso
2124,Matorral Semidenso
2125,Matorral con renoval Semidenso
2126,Matorral Denso
2127,Matorral Semidenso
2128,Matorral Semidenso
2129,Matorral Semidenso
2130,Matorral Denso
2131,Matorral Semidenso
2132,Suelo desnudo
2133,Matorral Semidenso
2134,Matorral Semidenso
2135,Matorral Semidenso
2136,Matorral Semidenso
2137,Matorral Semidenso
2138,Matorral Denso
2139,Matorral Semidenso
2140,Matorral Semidenso
2141,Matorral Semidenso
2142,Matorral Semidenso
2143,Matorral Semidenso
2145,Matorral Semidenso
2146,Matorral con renoval Semidenso
2147,Pastizal Mesomorfico
2148,Matorral Semidenso
2149,Matorral con renoval Semidenso
2150,Matorral Semidenso
2152,Matorral Semidenso
2153,Suelo desnudo
2154,Pastizal Mesomorfico
2155,Matorral con renoval Denso
2156,Matorral Semidenso
2157,Matorral Semidenso
2159,Matorral Semidenso
2160,Matorral con renoval Denso
2161,Matorral Denso
2162,Matorral Semidenso
2163,Matorral Denso
2164,Matorral Semidenso
2165,Matorral Semidenso
2166,Arbolado nativo Denso
2167,Matorral Semidenso
2168,Matorral Semidenso
2169,Matorral Semidenso
2170,IUF con matorral y arbolado nativo
2172,Matorral con renoval Semidenso
2174,Matorral Semidenso
2175,Matorral Semidenso
2176,Matorral Semidenso
2178,Matorral Semidenso
2179,Matorral Denso
2180,Matorral Semidenso
2181,Matorral Semidenso
2182,Matorral con renoval Semidenso
2183,Matorral Semidenso
2184,Matorral Semidenso
2185,Pastizal Mesomorfico
2186,Matorral Semidenso
2187,Pastizal Mesomorfico
2188,Matorral Semidenso
2189,Matorral Semidenso
2190,Matorral Semidenso
2192,Matorral Semidenso
2193,Matorral Denso
2194,Matorral Denso
2195,Matorral Denso
2196,Matorral Denso
2197,Matorral Semidenso
2198,Matorral Denso
2199,Matorral Semidenso
2200,Mezcla plantacion Pino y matorral
2201,Matorral Semidenso
2202,Matorral Semidenso
2203,Matorral Denso
2204,Matorral Semidenso
2206,Matorral Semidenso
2207,Matorral Semidenso
2208,Matorral Semidenso
2209,Matorral Denso
2210,Matorral Semidenso
2211,Matorral Semidenso
2212,Matorral Semidenso
2213,Matorral Semidenso
2214,Matorral Semidenso
2215,Arbolado nativo Denso
2216,Matorral Semidenso
2217,Matorral Semidenso
2218,Matorral Semidenso
2219,Matorral Semidenso
2220,Matorral Semidenso
2221,Matorral Semidenso
2222,Suelo desnudo
2223,Matorral Denso
2224,Matorral Semidenso
2225,Matorral Denso
2226,Matorral Semidenso
2227,Matorral Semidenso
2228,Matorral Semidenso
2229,Matorral Semidenso
2231,Matorral Denso
2232,Matorral Semidenso
2233,Matorral Semidenso
2234,Matorral Semidenso
2235,Matorral Semidenso
2236,Matorral Semidenso
2237,Matorral Semidenso
2238,Pastizal Mesomorfico
2239,Matorral Semidenso
2240,Matorral Semidenso
2241,Matorral Denso
2242,Matorral Denso
2243,Matorral Denso
2245,Matorral Semidenso
2246,Matorral Denso
2247,Matorral Semidenso
2248,Matorral Semidenso
2249,Matorral Semidenso
2250,Matorral Semidenso
2251,Matorral Denso
2252,Matorral Semidenso
2253,Matorral Semidenso
2255,Matorral Semidenso
2256,Suelo desnudo
2258,Matorral Semidenso
